Extension (m),Force (N)
-5.5043884e-06,-1.3223077e-08
-5.5042037e-06,-1.3223231e-08
-5.5040186e-06,-1.3222912e-08
-5.503832e-06,-1.3222563e-08
-5.503644e-06,-1.3222297e-08
-5.5034534e-06,-1.3222495e-08
-5.5032597e-06,-1.32224915e-08
-5.5030623e-06,-1.3219907e-08
-5.5028613e-06,-1.3216334e-08
-5.502657e-06,-1.321721e-08
-5.50245e-06,-1.3221589e-08
-5.5022415e-06,-1.3226713e-08
-5.502031e-06,-1.3230287e-08
-5.50182e-06,-1.323021e-08
-5.5016094e-06,-1.3228283e-08
-5.5014e-06,-1.3226684e-08
-5.5011924e-06,-1.3224766e-08
-5.5009864e-06,-1.322362e-08
-5.500782e-06,-1.3223109e-08
-5.5005794e-06,-1.3222172e-08
-5.500378e-06,-1.3222114e-08
-5.5001765e-06,-1.3222539e-08
-5.499976e-06,-1.3222479e-08
-5.499776e-06,-1.3222251e-08
-5.4995767e-06,-1.32213644e-08
-5.499379e-06,-1.3219508e-08
-5.499182e-06,-1.32172575e-08
-5.498986e-06,-1.3216216e-08
-5.498791e-06,-1.3215958e-08
-5.4985962e-06,-1.3214792e-08
-5.4984016e-06,-1.3213399e-08
-5.498207e-06,-1.3214878e-08
-5.498011e-06,-1.3218654e-08
-5.497814e-06,-1.3222277e-08
-5.4976153e-06,-1.3223937e-08
-5.4974153e-06,-1.3224228e-08
-5.4972134e-06,-1.322594e-08
-5.49701e-06,-1.32287115e-08
-5.496806e-06,-1.3230431e-08
-5.4966017e-06,-1.32279245e-08
-5.4963975e-06,-1.3221415e-08
-5.4961943e-06,-1.3217596e-08
-5.4959924e-06,-1.3220608e-08
-5.4957923e-06,-1.3226517e-08
-5.495594e-06,-1.3230868e-08
-5.495397e-06,-1.3232842e-08
-5.4952e-06,-1.3231978e-08
-5.495003e-06,-1.3228773e-08
-5.4948046e-06,-1.3226928e-08
-5.4946054e-06,-1.322881e-08
-5.4944053e-06,-1.3231685e-08
-5.494205e-06,-1.3230779e-08
-5.4940047e-06,-1.3226521e-08
-5.4938046e-06,-1.32237865e-08
-5.4936045e-06,-1.3223694e-08
-5.493405e-06,-1.3225367e-08
-5.4932043e-06,-1.322623e-08
-5.4930033e-06,-1.3225415e-08
-5.492802e-06,-1.3224311e-08
-5.4925995e-06,-1.322343e-08
-5.492396e-06,-1.3221771e-08
-5.492192e-06,-1.3218453e-08
-5.491987e-06,-1.3213837e-08
-5.491781e-06,-1.3210689e-08
-5.4915736e-06,-1.3212132e-08
-5.491365e-06,-1.321682e-08
-5.4911548e-06,-1.3219896e-08
-5.4909433e-06,-1.3219045e-08
-5.490731e-06,-1.321561e-08
-5.490517e-06,-1.3213384e-08
-5.4903026e-06,-1.3214042e-08
-5.490088e-06,-1.3216329e-08
-5.489873e-06,-1.3218694e-08
-5.489658e-06,-1.3221518e-08
-5.489444e-06,-1.32244375e-08
-5.489231e-06,-1.3225581e-08
-5.48902e-06,-1.3223572e-08
-5.488811e-06,-1.3220919e-08
-5.488604e-06,-1.3220485e-08
-5.4883994e-06,-1.3220267e-08
-5.4881966e-06,-1.3218593e-08
-5.487995e-06,-1.321617e-08
-5.4877955e-06,-1.3214138e-08
-5.487597e-06,-1.3213237e-08
-5.4873985e-06,-1.3213815e-08
-5.4872007e-06,-1.3214787e-08
-5.487003e-06,-1.3217124e-08
-5.4868046e-06,-1.32212765e-08
-5.486606e-06,-1.3225041e-08
-5.4864067e-06,-1.3224526e-08
-5.4862076e-06,-1.3218818e-08
-5.4860084e-06,-1.32138664e-08
-5.485809e-06,-1.3215761e-08
-5.485611e-06,-1.3221452e-08
-5.485413e-06,-1.3225505e-08
-5.4852158e-06,-1.3227938e-08
-5.485018e-06,-1.3230257e-08
-5.4848197e-06,-1.3232216e-08
-5.48462e-06,-1.3232788e-08
-5.484419e-06,-1.32305376e-08
-5.4842167e-06,-1.3227462e-08
-5.484013e-06,-1.3226303e-08
-5.483808e-06,-1.3226987e-08
-5.4836023e-06,-1.3227168e-08
-5.4833963e-06,-1.3225654e-08
-5.4831908e-06,-1.32232e-08
-5.482986e-06,-1.3221677e-08
-5.4827815e-06,-1.3221575e-08
-5.482578e-06,-1.322151e-08
-5.482376e-06,-1.3220138e-08
-5.482174e-06,-1.3218466e-08
-5.4819725e-06,-1.3218111e-08
-5.4817724e-06,-1.32199345e-08
-5.4815723e-06,-1.3222892e-08
-5.481373e-06,-1.3223197e-08
-5.4811735e-06,-1.3221936e-08
-5.4809743e-06,-1.3224122e-08
-5.480775e-06,-1.3230058e-08
-5.480575e-06,-1.3234179e-08
-5.4803745e-06,-1.3234029e-08
-5.480173e-06,-1.32335485e-08
-5.4799702e-06,-1.3235019e-08
-5.4797656e-06,-1.323336e-08
-5.4795596e-06,-1.322699e-08
-5.4793527e-06,-1.3219557e-08
-5.4791444e-06,-1.3214206e-08
-5.478936e-06,-1.3212292e-08
-5.478727e-06,-1.3212391e-08
-5.4785182e-06,-1.3212987e-08
-5.478309e-06,-1.3215456e-08
-5.4781003e-06,-1.3218199e-08
-5.4778916e-06,-1.32186795e-08
-5.4776833e-06,-1.3215873e-08
-5.4774755e-06,-1.3212861e-08
-5.477268e-06,-1.3212986e-08
-5.477061e-06,-1.3215495e-08
-5.476855e-06,-1.3216413e-08
-5.4766497e-06,-1.3215169e-08
-5.4764446e-06,-1.3214035e-08
-5.4762404e-06,-1.3213795e-08
-5.4760367e-06,-1.3214192e-08
-5.4758334e-06,-1.321547e-08
-5.47563e-06,-1.3217279e-08
-5.475427e-06,-1.3218211e-08
-5.4752236e-06,-1.3218962e-08
-5.47502e-06,-1.3219559e-08
-5.4748157e-06,-1.3219744e-08
-5.4746115e-06,-1.3219894e-08
-5.4744073e-06,-1.3221691e-08
-5.4742036e-06,-1.3224709e-08
-5.474001e-06,-1.3224735e-08
-5.4737993e-06,-1.3222118e-08
-5.4735992e-06,-1.3222085e-08
-5.473401e-06,-1.3225842e-08
-5.4732027e-06,-1.3228394e-08
-5.4730053e-06,-1.3226075e-08
-5.4728075e-06,-1.3221462e-08
-5.4726097e-06,-1.3220142e-08
-5.472412e-06,-1.3221565e-08
-5.4722145e-06,-1.3222309e-08
-5.4720185e-06,-1.3222108e-08
-5.4718234e-06,-1.322217e-08
-5.4716297e-06,-1.3222412e-08
-5.4714355e-06,-1.3220829e-08
-5.471241e-06,-1.321801e-08
-5.471045e-06,-1.32174875e-08
-5.470847e-06,-1.3219053e-08
-5.4706475e-06,-1.3218614e-08
-5.470445e-06,-1.3215158e-08
-5.4702414e-06,-1.32114035e-08
-5.4700354e-06,-1.3210246e-08
-5.4698285e-06,-1.3213744e-08
-5.46962e-06,-1.3221516e-08
-5.469411e-06,-1.3229183e-08
-5.469202e-06,-1.3232467e-08
-5.468993e-06,-1.3230516e-08
-5.4687853e-06,-1.3224974e-08
-5.468579e-06,-1.321801e-08
-5.468374e-06,-1.3214051e-08
-5.4681714e-06,-1.3214222e-08
-5.4679704e-06,-1.3214781e-08
-5.4677707e-06,-1.3214072e-08
-5.4675725e-06,-1.3214295e-08
-5.4673746e-06,-1.3216033e-08
-5.4671773e-06,-1.3218202e-08
-5.4669795e-06,-1.3219254e-08
-5.46678e-06,-1.3216589e-08
-5.466579e-06,-1.3212204e-08
-5.466376e-06,-1.3211106e-08
-5.466171e-06,-1.3214232e-08
-5.465964e-06,-1.3218297e-08
-5.4657553e-06,-1.3220757e-08
-5.4655443e-06,-1.3224114e-08
-5.4653324e-06,-1.3226832e-08
-5.4651196e-06,-1.322525e-08
-5.4649063e-06,-1.3221443e-08
-5.4646925e-06,-1.3219769e-08
-5.464478e-06,-1.3219957e-08
-5.464263e-06,-1.3220207e-08
-5.464047e-06,-1.3220883e-08
-5.4638303e-06,-1.3221846e-08
-5.463612e-06,-1.3221562e-08
-5.4633933e-06,-1.3220431e-08
-5.463174e-06,-1.32201015e-08
-5.462954e-06,-1.32211495e-08
-5.462734e-06,-1.3221648e-08
-5.4625134e-06,-1.3222448e-08
-5.462292e-06,-1.32250095e-08
-5.4620705e-06,-1.32260265e-08
-5.461849e-06,-1.3225078e-08
-5.461628e-06,-1.32247315e-08
-5.461408e-06,-1.3225423e-08
-5.4611896e-06,-1.32257005e-08
-5.4609736e-06,-1.32245015e-08
-5.4607603e-06,-1.3223484e-08
-5.4605503e-06,-1.3223542e-08
-5.4603433e-06,-1.3224357e-08
-5.4601396e-06,-1.3225404e-08
-5.459939e-06,-1.32255735e-08
-5.4597417e-06,-1.3224017e-08
-5.4595475e-06,-1.3222409e-08
-5.459356e-06,-1.3222466e-08
-5.459167e-06,-1.3222792e-08
-5.45898e-06,-1.3222146e-08
-5.458794e-06,-1.3221814e-08
-5.458609e-06,-1.3222283e-08
-5.4584225e-06,-1.3221128e-08
-5.458235e-06,-1.3217361e-08
-5.4580455e-06,-1.3214526e-08
-5.457853e-06,-1.3215618e-08
-5.4576585e-06,-1.3218192e-08
-5.4574616e-06,-1.3220223e-08
-5.457262e-06,-1.322199e-08
-5.45706e-06,-1.3221632e-08
-5.4568554e-06,-1.3218894e-08
-5.4566485e-06,-1.3217226e-08
-5.45644e-06,-1.3218046e-08
-5.4562297e-06,-1.3219109e-08
-5.456019e-06,-1.3219409e-08
-5.4558086e-06,-1.3220631e-08
-5.4555976e-06,-1.32221105e-08
-5.455386e-06,-1.32206885e-08
-5.4551742e-06,-1.3216134e-08
-5.4549614e-06,-1.3212083e-08
-5.4547477e-06,-1.321195e-08
-5.4545326e-06,-1.3216338e-08
-5.454316e-06,-1.3222943e-08
-5.4540988e-06,-1.322683e-08
-5.45388e-06,-1.3226716e-08
-5.453661e-06,-1.3225329e-08
-5.4534416e-06,-1.3225387e-08
-5.453222e-06,-1.3225814e-08
-5.453003e-06,-1.32236835e-08
-5.4527845e-06,-1.3220276e-08
-5.452567e-06,-1.3217394e-08
-5.4523516e-06,-1.3214778e-08
-5.452137e-06,-1.3211874e-08
-5.4519246e-06,-1.3210285e-08
-5.4517136e-06,-1.32102365e-08
-5.451505e-06,-1.321153e-08
-5.451298e-06,-1.3214773e-08
-5.4510933e-06,-1.3218119e-08
-5.4508905e-06,-1.3219727e-08
-5.45069e-06,-1.32204985e-08
-5.450491e-06,-1.3221378e-08
-5.4502934e-06,-1.3222577e-08
-5.450098e-06,-1.3222878e-08
-5.4499037e-06,-1.3221935e-08
-5.4497114e-06,-1.322264e-08
-5.4495204e-06,-1.3224963e-08
-5.4493316e-06,-1.3226435e-08
-5.449144e-06,-1.3226213e-08
-5.4489574e-06,-1.3226693e-08
-5.448771e-06,-1.3227659e-08
-5.4485836e-06,-1.3226787e-08
-5.4483953e-06,-1.3224472e-08
-5.448206e-06,-1.3222671e-08
-5.4480156e-06,-1.3220188e-08
-5.4478232e-06,-1.321508e-08
-5.44763e-06,-1.3209203e-08
-5.4474353e-06,-1.3205766e-08
-5.4472393e-06,-1.3206148e-08
-5.447042e-06,-1.320965e-08
-5.446844e-06,-1.3213845e-08
-5.4466464e-06,-1.3215879e-08
-5.446448e-06,-1.3215373e-08
-5.4462503e-06,-1.3216458e-08
-5.4460525e-06,-1.32209195e-08
-5.445855e-06,-1.32251925e-08
-5.4456573e-06,-1.3226324e-08
-5.4454586e-06,-1.3224463e-08
-5.4452576e-06,-1.3222009e-08
-5.4450534e-06,-1.3221293e-08
-5.444846e-06,-1.3223023e-08
-5.4446346e-06,-1.32240645e-08
-5.4444204e-06,-1.3222974e-08
-5.444203e-06,-1.3220858e-08
-5.4439847e-06,-1.3218859e-08
-5.443765e-06,-1.321936e-08
-5.443546e-06,-1.3222204e-08
-5.443327e-06,-1.3224254e-08
-5.443109e-06,-1.3223047e-08
-5.442892e-06,-1.3219581e-08
-5.4426755e-06,-1.3216818e-08
-5.4424595e-06,-1.321753e-08
-5.4422444e-06,-1.3221069e-08
-5.44203e-06,-1.3223702e-08
-5.4418165e-06,-1.3224202e-08
-5.441603e-06,-1.3221347e-08
-5.441391e-06,-1.3216099e-08
-5.441178e-06,-1.3211727e-08
-5.4409657e-06,-1.3210305e-08
-5.4407533e-06,-1.3211623e-08
-5.4405405e-06,-1.3213228e-08
-5.4403276e-06,-1.3213736e-08
-5.4401144e-06,-1.3212808e-08
-5.439901e-06,-1.321204e-08
-5.4396887e-06,-1.3213837e-08
-5.439477e-06,-1.32184645e-08
-5.439266e-06,-1.322199e-08
-5.439056e-06,-1.3221339e-08
-5.438848e-06,-1.3219013e-08
-5.4386405e-06,-1.32178615e-08
-5.4384336e-06,-1.3217896e-08
-5.438227e-06,-1.3217761e-08
-5.4380203e-06,-1.3216961e-08
-5.4378124e-06,-1.32164875e-08
-5.4376032e-06,-1.32184725e-08
-5.437393e-06,-1.322148e-08
-5.4371812e-06,-1.3221761e-08
-5.4369684e-06,-1.3220344e-08
-5.4367542e-06,-1.3220248e-08
-5.4365396e-06,-1.3222275e-08
-5.436325e-06,-1.3225094e-08
-5.4361108e-06,-1.3224792e-08
-5.4358975e-06,-1.3219968e-08
-5.4356856e-06,-1.32152005e-08
-5.435475e-06,-1.3213718e-08
-5.4352668e-06,-1.3215193e-08
-5.4350608e-06,-1.3218938e-08
-5.434857e-06,-1.3222132e-08
-5.4346565e-06,-1.3223341e-08
-5.434459e-06,-1.3224114e-08
-5.434264e-06,-1.32253435e-08
-5.434071e-06,-1.3225735e-08
-5.43388e-06,-1.3222783e-08
-5.433689e-06,-1.32176945e-08
-5.433497e-06,-1.3215337e-08
-5.433303e-06,-1.3215212e-08
-5.433108e-06,-1.3215855e-08
-5.4329107e-06,-1.3217553e-08
-5.432711e-06,-1.3221497e-08
-5.4325087e-06,-1.3226598e-08
-5.432304e-06,-1.3229545e-08
-5.432096e-06,-1.32298155e-08
-5.431885e-06,-1.32282185e-08
-5.4316706e-06,-1.3225955e-08
-5.431454e-06,-1.3225111e-08
-5.4312363e-06,-1.3226369e-08
-5.4310185e-06,-1.3228688e-08
-5.4308016e-06,-1.32300615e-08
-5.430586e-06,-1.3228801e-08
-5.4303714e-06,-1.3228504e-08
-5.4301586e-06,-1.32305535e-08
-5.4299467e-06,-1.3231262e-08
-5.4297366e-06,-1.3228998e-08
-5.4295274e-06,-1.3224298e-08
-5.429319e-06,-1.3219128e-08
-5.429112e-06,-1.3215652e-08
-5.4289058e-06,-1.32133815e-08
-5.4287e-06,-1.3212506e-08
-5.4284956e-06,-1.3215095e-08
-5.428292e-06,-1.3218243e-08
-5.4280886e-06,-1.32178615e-08
-5.4278858e-06,-1.3216891e-08
-5.427684e-06,-1.3220286e-08
-5.4274824e-06,-1.322665e-08
-5.4272814e-06,-1.3230718e-08
-5.42708e-06,-1.3231839e-08
-5.426878e-06,-1.3231966e-08
-5.4266748e-06,-1.3230733e-08
-5.42647e-06,-1.3227504e-08
-5.4262628e-06,-1.3224107e-08
-5.4260536e-06,-1.322244e-08
-5.425843e-06,-1.3221575e-08
-5.425631e-06,-1.3220511e-08
-5.4254187e-06,-1.3219354e-08
-5.425206e-06,-1.3218989e-08
-5.4249936e-06,-1.3220876e-08
-5.424781e-06,-1.3224909e-08
-5.424569e-06,-1.32294184e-08
-5.4243565e-06,-1.32303795e-08
-5.424144e-06,-1.3227203e-08
-5.4239317e-06,-1.32240885e-08
-5.42372e-06,-1.3222468e-08
-5.4235074e-06,-1.32204425e-08
-5.423296e-06,-1.3218417e-08
-5.423085e-06,-1.3216453e-08
-5.422875e-06,-1.32149705e-08
-5.422665e-06,-1.3215269e-08
-5.4224543e-06,-1.32181475e-08
-5.4222432e-06,-1.3221622e-08
-5.422031e-06,-1.3223349e-08
-5.421818e-06,-1.322396e-08
-5.421604e-06,-1.3224904e-08
-5.4213883e-06,-1.3226118e-08
-5.4211723e-06,-1.3224969e-08
-5.420955e-06,-1.3221494e-08
-5.420736e-06,-1.3220145e-08
-5.420517e-06,-1.3221151e-08
-5.420297e-06,-1.322065e-08
-5.420076e-06,-1.3217316e-08
-5.4198545e-06,-1.3214207e-08
-5.419632e-06,-1.3212803e-08
-5.41941e-06,-1.3213435e-08
-5.4191896e-06,-1.3214891e-08
-5.4189704e-06,-1.3214852e-08
-5.418753e-06,-1.3214833e-08
-5.4185384e-06,-1.3217757e-08
-5.418327e-06,-1.3221559e-08
-5.4181182e-06,-1.3222226e-08
-5.4179136e-06,-1.3220959e-08
-5.4177117e-06,-1.3221688e-08
-5.4175134e-06,-1.3223614e-08
-5.4173183e-06,-1.3224803e-08
-5.417126e-06,-1.3225068e-08
-5.416937e-06,-1.322556e-08
-5.41675e-06,-1.3224969e-08
-5.4165644e-06,-1.32222215e-08
-5.41638e-06,-1.3219047e-08
-5.4161965e-06,-1.3217769e-08
-5.4160114e-06,-1.322042e-08
-5.4158245e-06,-1.3222907e-08
-5.4156353e-06,-1.3222958e-08
-5.4154425e-06,-1.322277e-08
-5.4152465e-06,-1.3222863e-08
-5.415047e-06,-1.3221154e-08
-5.414843e-06,-1.3217107e-08
-5.414636e-06,-1.3213132e-08
-5.4144257e-06,-1.3212721e-08
-5.414213e-06,-1.3214775e-08
-5.413998e-06,-1.3214486e-08
-5.4137827e-06,-1.32120554e-08
-5.413567e-06,-1.3212501e-08
-5.4133516e-06,-1.3215493e-08
-5.4131365e-06,-1.321671e-08
-5.4129214e-06,-1.3216256e-08
-5.412707e-06,-1.3216751e-08
-5.4124926e-06,-1.3217652e-08
-5.412278e-06,-1.3215978e-08
-5.4120633e-06,-1.3213075e-08
-5.411849e-06,-1.3213992e-08
-5.411635e-06,-1.3219588e-08
-5.4114207e-06,-1.32257005e-08
-5.411207e-06,-1.3227038e-08
-5.4109933e-06,-1.322187e-08
-5.41078e-06,-1.321613e-08
-5.4105667e-06,-1.3215029e-08
-5.4103543e-06,-1.3218133e-08
-5.410143e-06,-1.3222132e-08
-5.409932e-06,-1.32242715e-08
-5.4097213e-06,-1.3224236e-08
-5.4095117e-06,-1.3222775e-08
-5.409303e-06,-1.3218633e-08
-5.409095e-06,-1.3213288e-08
-5.408888e-06,-1.3210184e-08
-5.4086804e-06,-1.3209838e-08
-5.4084726e-06,-1.3210323e-08
-5.408264e-06,-1.3210937e-08
-5.408055e-06,-1.3210649e-08
-5.4078455e-06,-1.3208422e-08
-5.4076368e-06,-1.32056766e-08
-5.4074285e-06,-1.3204459e-08
-5.4072216e-06,-1.320645e-08
-5.407016e-06,-1.3210774e-08
-5.4068123e-06,-1.3215658e-08
-5.40661e-06,-1.3220282e-08
-5.406409e-06,-1.3221634e-08
-5.406209e-06,-1.3219109e-08
-5.40601e-06,-1.3216152e-08
-5.405812e-06,-1.32149784e-08
-5.405614e-06,-1.3214966e-08
-5.405417e-06,-1.3215335e-08
-5.4052202e-06,-1.3216124e-08
-5.405024e-06,-1.3216261e-08
-5.4048264e-06,-1.3215495e-08
-5.404628e-06,-1.321489e-08
-5.404427e-06,-1.3215099e-08
-5.404224e-06,-1.3215861e-08
-5.404017e-06,-1.3215955e-08
-5.403807e-06,-1.3215107e-08
-5.403593e-06,-1.3213147e-08
-5.4033762e-06,-1.32106e-08
-5.4031566e-06,-1.3210158e-08
-5.4029356e-06,-1.3212977e-08
-5.402713e-06,-1.3216657e-08
-5.40249e-06,-1.3219562e-08
-5.4022667e-06,-1.3221298e-08
-5.402044e-06,-1.3221842e-08
-5.401822e-06,-1.3222665e-08
-5.4016014e-06,-1.3224956e-08
-5.401382e-06,-1.3228242e-08
-5.4011653e-06,-1.3230459e-08
-5.4009506e-06,-1.3229954e-08
-5.400739e-06,-1.3226479e-08
-5.4005304e-06,-1.32229285e-08
-5.4003253e-06,-1.3219692e-08
-5.4001234e-06,-1.3218286e-08
-5.3999247e-06,-1.3220129e-08
-5.399729e-06,-1.322222e-08
-5.3995363e-06,-1.322206e-08
-5.3993463e-06,-1.321992e-08
-5.399159e-06,-1.3217553e-08
-5.398974e-06,-1.3215686e-08
-5.3987906e-06,-1.32140014e-08
-5.398608e-06,-1.3212292e-08
-5.3984263e-06,-1.3211512e-08
-5.398245e-06,-1.3214512e-08
-5.398062e-06,-1.3220731e-08
-5.397878e-06,-1.32261055e-08
-5.397692e-06,-1.3228266e-08
-5.397503e-06,-1.3228364e-08
-5.3973113e-06,-1.3230385e-08
-5.397116e-06,-1.3235355e-08
-5.396917e-06,-1.32396085e-08
-5.396714e-06,-1.3240817e-08
-5.3965073e-06,-1.32379965e-08
-5.3962967e-06,-1.3232886e-08
-5.396083e-06,-1.3229241e-08
-5.395867e-06,-1.3225625e-08
-5.39565e-06,-1.3220694e-08
-5.3954327e-06,-1.3217525e-08
-5.3952162e-06,-1.3217344e-08
-5.3950002e-06,-1.3219045e-08
-5.3947856e-06,-1.3220488e-08
-5.394573e-06,-1.3220463e-08
-5.394362e-06,-1.3218741e-08
-5.394152e-06,-1.3217866e-08
-5.3939443e-06,-1.3219102e-08
-5.3937374e-06,-1.32206885e-08
-5.393532e-06,-1.3222273e-08
-5.3933263e-06,-1.3224511e-08
-5.3931217e-06,-1.3225769e-08
-5.392917e-06,-1.3225801e-08
-5.3927124e-06,-1.3224458e-08
-5.3925073e-06,-1.3222106e-08
-5.3923004e-06,-1.3220256e-08
-5.3920908e-06,-1.3218184e-08
-5.3918793e-06,-1.3215441e-08
-5.3916647e-06,-1.3211995e-08
-5.3914473e-06,-1.32091165e-08
-5.391227e-06,-1.3210486e-08
-5.391005e-06,-1.3215099e-08
-5.3907806e-06,-1.3219131e-08
-5.390555e-06,-1.3221694e-08
-5.3903286e-06,-1.3223409e-08
-5.3901026e-06,-1.32236e-08
-5.3898775e-06,-1.3223739e-08
-5.389653e-06,-1.3224099e-08
-5.38943e-06,-1.322318e-08
-5.389209e-06,-1.3221227e-08
-5.3889903e-06,-1.3219694e-08
-5.3887748e-06,-1.3218908e-08
-5.3885615e-06,-1.3218994e-08
-5.388352e-06,-1.3219814e-08
-5.388145e-06,-1.3219145e-08
-5.387942e-06,-1.3215933e-08
-5.387743e-06,-1.3212611e-08
-5.387548e-06,-1.3212192e-08
-5.387357e-06,-1.3213497e-08
-5.3871704e-06,-1.3212926e-08
-5.3869885e-06,-1.32096485e-08
-5.3868107e-06,-1.3206508e-08
-5.386636e-06,-1.3207833e-08
-5.386464e-06,-1.3215322e-08
-5.3862937e-06,-1.3225495e-08
-5.386124e-06,-1.3232902e-08
-5.3859535e-06,-1.3235e-08
-5.385782e-06,-1.3232638e-08
-5.3856093e-06,-1.3227991e-08
-5.3854337e-06,-1.3224435e-08
-5.385256e-06,-1.3222804e-08
-5.3850754e-06,-1.32214675e-08
-5.384892e-06,-1.3218967e-08
-5.384706e-06,-1.32149705e-08
-5.3845174e-06,-1.3212218e-08
-5.384327e-06,-1.3211892e-08
-5.384134e-06,-1.3213305e-08
-5.38394e-06,-1.3214609e-08
-5.3837434e-06,-1.3215824e-08
-5.3835456e-06,-1.3217742e-08
-5.383346e-06,-1.3217068e-08
-5.3831445e-06,-1.3211449e-08
-5.3829413e-06,-1.3205599e-08
-5.382736e-06,-1.3203634e-08
-5.3825297e-06,-1.3204841e-08
-5.382322e-06,-1.3208619e-08
-5.382113e-06,-1.3213422e-08
-5.381904e-06,-1.3215359e-08
-5.381694e-06,-1.3215243e-08
-5.381483e-06,-1.3215656e-08
-5.3812705e-06,-1.3217551e-08
-5.3810572e-06,-1.3220464e-08
-5.380843e-06,-1.3222078e-08
-5.380628e-06,-1.32226265e-08
-5.3804124e-06,-1.3223586e-08
-5.3801964e-06,-1.3224448e-08
-5.3799813e-06,-1.3224526e-08
-5.3797658e-06,-1.3224306e-08
-5.37955e-06,-1.3223823e-08
-5.3793347e-06,-1.3220451e-08
-5.3791186e-06,-1.3215567e-08
-5.378902e-06,-1.3214303e-08
-5.3786853e-06,-1.3216387e-08
-5.3784684e-06,-1.32196085e-08
-5.378251e-06,-1.3223946e-08
-5.3780336e-06,-1.3229106e-08
-5.3778167e-06,-1.3231952e-08
-5.3775993e-06,-1.3229817e-08
-5.3773815e-06,-1.3224671e-08
-5.3771646e-06,-1.3221317e-08
-5.3769477e-06,-1.3220122e-08
-5.3767317e-06,-1.3219482e-08
-5.3765166e-06,-1.3220642e-08
-5.376303e-06,-1.3223394e-08
-5.3760905e-06,-1.3224836e-08
-5.3758795e-06,-1.3223415e-08
-5.37567e-06,-1.3220798e-08
-5.3754616e-06,-1.321831e-08
-5.375254e-06,-1.32176154e-08
-5.3750477e-06,-1.32196405e-08
-5.3748417e-06,-1.3220876e-08
-5.3746357e-06,-1.3220807e-08
-5.3744307e-06,-1.3221659e-08
-5.374226e-06,-1.3223345e-08
-5.3740223e-06,-1.322475e-08
-5.3738204e-06,-1.3225944e-08
-5.373621e-06,-1.3225771e-08
-5.3734243e-06,-1.3222251e-08
-5.3732306e-06,-1.3216083e-08
-5.373039e-06,-1.3211489e-08
-5.37285e-06,-1.3211209e-08
-5.3726626e-06,-1.3213915e-08
-5.372476e-06,-1.3216402e-08
-5.37229e-06,-1.3216469e-08
-5.3721037e-06,-1.321523e-08
-5.3719164e-06,-1.3214561e-08
-5.3717267e-06,-1.3215026e-08
-5.371535e-06,-1.3216153e-08
-5.3713397e-06,-1.321575e-08
-5.3711415e-06,-1.32120315e-08
-5.370939e-06,-1.320822e-08
-5.3707336e-06,-1.3207825e-08
-5.3705235e-06,-1.32097995e-08
-5.3703093e-06,-1.3213792e-08
-5.370091e-06,-1.3219573e-08
-5.3698686e-06,-1.3224073e-08
-5.369643e-06,-1.3223197e-08
-5.3694143e-06,-1.3218059e-08
-5.369183e-06,-1.3213126e-08
-5.368949e-06,-1.3210991e-08
-5.3687136e-06,-1.3211364e-08
-5.3684766e-06,-1.3211831e-08
-5.368239e-06,-1.321228e-08
-5.3680005e-06,-1.3213422e-08
-5.367763e-06,-1.3214861e-08
-5.367527e-06,-1.3217004e-08
-5.3672943e-06,-1.3219551e-08
-5.3670656e-06,-1.3221245e-08
-5.366841e-06,-1.3220446e-08
-5.366621e-06,-1.32198075e-08
-5.366405e-06,-1.3221199e-08
-5.366193e-06,-1.3222206e-08
-5.365984e-06,-1.3220886e-08
-5.365779e-06,-1.3219631e-08
-5.365577e-06,-1.3221055e-08
-5.365378e-06,-1.3223349e-08
-5.365182e-06,-1.3224444e-08
-5.3649883e-06,-1.322301e-08
-5.3647964e-06,-1.3220961e-08
-5.364606e-06,-1.32199e-08
-5.3644158e-06,-1.3218313e-08
-5.3642248e-06,-1.3215865e-08
-5.3640324e-06,-1.32143505e-08
-5.3638378e-06,-1.3214115e-08
-5.3636413e-06,-1.3212689e-08
-5.3634426e-06,-1.3210366e-08
-5.363242e-06,-1.3209926e-08
-5.36304e-06,-1.3211997e-08
-5.3628364e-06,-1.321592e-08
-5.362632e-06,-1.321945e-08
-5.3624262e-06,-1.3221995e-08
-5.3622202e-06,-1.3225304e-08
-5.3620133e-06,-1.3228368e-08
-5.361805e-06,-1.3227667e-08
-5.361595e-06,-1.3223441e-08
-5.3613817e-06,-1.3219422e-08
-5.3611657e-06,-1.3217787e-08
-5.360947e-06,-1.3218096e-08
-5.3607255e-06,-1.3217007e-08
-5.3605013e-06,-1.32130085e-08
-5.3602753e-06,-1.3209471e-08
-5.3600475e-06,-1.3211007e-08
-5.3598187e-06,-1.3216155e-08
-5.3595895e-06,-1.32197995e-08
-5.359361e-06,-1.3221462e-08
-5.359132e-06,-1.322214e-08
-5.3589047e-06,-1.3220747e-08
-5.358678e-06,-1.32185365e-08
-5.358453e-06,-1.3218334e-08
-5.35823e-06,-1.3220876e-08
-5.3580084e-06,-1.3224451e-08
-5.3577887e-06,-1.32280125e-08
-5.3575714e-06,-1.323047e-08
-5.3573563e-06,-1.32279965e-08
-5.3571434e-06,-1.3222151e-08
-5.356932e-06,-1.3218207e-08
-5.356722e-06,-1.32158124e-08
-5.356513e-06,-1.3215755e-08
